n_images,n_pairs,snow_mask_enabled,snow_v_thresh,snow_s_thresh,snow_close_px,snow_dilate_px,snow_pct_masked,snow_cc_drop_frac,snow_ccs_dropped,tp,fn,fp,precision,recall,f1,r_area_m2,r_perim_m,r_circularity,cluster_tp,cluster_fn,cluster_fp,cluster_precision,cluster_recall,cluster_f1,cluster_n_pairs,cluster_r_area_m2,cluster_r_perim_m,cluster_r_circularity,cluster_r_solidity,cluster_r_eccentricity,cluster_r_mean_R,cluster_r_mean_G,cluster_r_mean_B
12,1934,False,,,0,0,,,0,1934,676,1454,0.5708382526564345,0.7409961685823755,0.6448816272090697,0.886442447753432,0.8819117759928796,0.6507094410300012,2066,1039,980,0.6782665791201575,0.665378421900161,0.6717606893188101,2066,0.6824036473506895,0.7735889894290083,0.32485019993668096,-0.11645470506719136,0.25292335771931673,0.918158259942961,0.9204006405988001,0.940749370023065
